Erick Wanderlei|3|3|0|"6' 1"""|205 lbs.|No Stat|Orthodox|No Stat|0.63|41%|2.66|40%|3.80|66%|0%|1.9
Jim Wallhead|29|11|0|"5' 10"""|170 lbs.|No Stat|Orthodox|Mar 14, 1984|3.19|26%|6.65|49%|0.00|0%|100%|0.0
Cory Walmsley|8|2|0|"6' 0"""|205 lbs.|No Stat|Orthodox|No Stat|0.79|100%|1.18|50%|0.00|0%|0%|0.0
James Wallace|5|2|0|"5' 10"""|155 lbs.|"69"""|Orthodox|Nov 17, 1992|0.52|28%|3.41|35%|0.00|0%|0%|0.0
Rodney Wallace|26|15|1|"5' 9"""|205 lbs.|"72"""|Switch|Nov 21, 1981|1.13|46%|3.44|45%|6.00|54%|28%|1.0
Randall Wallace|15|6|0|"5' 11"""|185 lbs.|"73"""|Orthodox|Mar 01, 1989|1.13|38%|4.11|45%|2.13|50%|0%|0.0
Crafton Wallace|18|6|1|"6' 0"""|185 lbs.|No Stat|Orthodox|Nov 10, 1975|1.55|44%|2.36|47%|0.00|0%|42%|0.0
Ben Wall|8|7|1|"5' 10"""|155 lbs.|No Stat|Orthodox|Mar 25, 1989|1.47|29%|8.53|29%|0.00|0%|100%|0.0
Jeremy Wallace|4|6|0|"5' 9"""|No Stat|No Stat|No Stat|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Herschel Walker|2|0|0|"6' 1"""|215 lbs.|No Stat|Orthodox|Mar 03, 1962|3.42|67%|0.45|46%|1.94|100%|100%|0.0
Donny Walker|15|10|0|"5' 9"""|135 lbs.|No Stat|No Stat|Jan 04, 1980|1.81|37%|3.85|46%|0.00|0%|57%|1.7
Johnny Walker|18|6|0|"6' 6"""|205 lbs.|"82"""|Orthodox|Mar 30, 1992|3.42|59%|2.81|40%|0.24|100%|62%|0.7
Andre Walker|1|5|0|"5' 11"""|205 lbs.|No Stat|Southpaw|No Stat|2.28|31%|4.36|34%|0.00|0%|0%|0.0
Chase Waldon|11|2|0|"6' 1"""|185 lbs.|"75"""|Orthodox|Sep 19, 1986|1.03|28%|6.72|38%|7.76|33%|0%|0.0
Neil Wain|13|4|0|"5' 10"""|242 lbs.|No Stat|Orthodox|No Stat|2.64|50%|8.57|43%|0.00|0%|50%|0.0
James Wade|4|11|0|"5' 10"""|205 lbs.|No Stat|No Stat|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Jason Von Flue|14|12|1|"6' 0"""|170 lbs.|No Stat|Orthodox|Aug 01, 1975|1.89|36%|3.23|52%|0.62|16%|58%|1.5
TJ Waldburger|16|9|0|"5' 11"""|170 lbs.|"75"""|Orthodox|Apr 25, 1988|2.02|51%|2.39|40%|3.03|46%|40%|4.8
Jacob Volkmann|19|7|0|"5' 9"""|155 lbs.|"71"""|Southpaw|Sep 05, 1980|1.19|34%|1.78|52%|3.19|48%|52%|2.0
Chris Wade|12|3|0|"5' 10"""|155 lbs.|"70"""|Orthodox|Sep 30, 1987|1.70|53%|1.75|51%|2.60|51%|55%|1.1
Alexander Volkanovski|23|1|0|"5' 6"""|145 lbs.|"71"""|Orthodox|Sep 29, 1988|6.42|56%|3.34|60%|1.77|34%|70%|0.3
Alexander Volkov|34|9|0|"6' 7"""|250 lbs.|"80"""|Orthodox|Oct 24, 1988|4.86|57%|2.95|54%|0.53|70%|73%|0.1
Cheyanne Vlismas|7|2|0|"5' 3"""|115 lbs.|"63"""|Switch|Jun 25, 1995|5.83|51%|2.93|62%|0.33|33%|73%|0.0
Bobby Voelker|19|13|0|"6' 0"""|170 lbs.|"74"""|Orthodox|Apr 26, 1979|4.01|35%|5.84|42%|1.04|50%|66%|0.0
Brandon Visher|13|3|0|"5' 6"""|135 lbs.|"68"""|Orthodox|May 06, 1984|2.55|45%|3.76|42%|0.67|20%|0%|0.0
Marcos Vinicius|23|11|1|"5' 9"""|125 lbs.|No Stat|Orthodox|Dec 05, 1979|1.93|49%|2.91|47%|0.00|0%|25%|0.5
Yuri Villefort|10|5|0|"6' 0"""|170 lbs.|"73"""|Orthodox|Mar 23, 1991|3.18|43%|5.42|55%|2.00|35%|40%|0.3
Falaniko Vitale|30|11|0|"5' 10"""|185 lbs.|No Stat|Orthodox|Jul 14, 1974|1.88|49%|3.68|47%|0.72|33%|86%|0.0
Danillo Villefort|15|5|0|"6' 1"""|185 lbs.|No Stat|Orthodox|May 08, 1983|2.86|37%|2.40|68%|1.71|66%|33%|1.7
Joey Villasenor|29|10|0|"6' 0"""|185 lbs.|No Stat|Orthodox|Oct 17, 1975|2.05|38%|3.26|52%|0.71|40%|53%|1.1
Pablo Villaseca|12|3|0|"5' 7"""|155 lbs.|No Stat|No Stat|Jan 26, 1987|2.79|42%|3.25|65%|2.50|50%|33%|0.0
Ruben Villareal|22|28|3|"6' 4"""|265 lbs.|No Stat|Orthodox|May 01, 1970|5.18|53%|4.86|35%|0.00|0%|0%|0.0
Armando Villarreal|5|2|0|"5' 7"""|135 lbs.|"66"""|Southpaw|Aug 08, 1989|3.23|55%|4.30|52%|3.23|25%|0%|0.0
Ike Villanueva|18|13|0|"6' 1"""|205 lbs.|"73"""|Orthodox|Apr 04, 1984|4.35|40%|7.91|37%|0.74|50%|100%|0.0
DeMarco Villalona|1|3|0|"5' 9"""|185 lbs.|No Stat|No Stat|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Steve Vigneault|12|6|0|"5' 10"""|185 lbs.|No Stat|Orthodox|Feb 14, 1978|2.19|28%|5.75|44%|0.00|0%|100%|0.0
Gian Villante|17|14|0|"6' 3"""|230 lbs.|"76"""|Orthodox|Aug 18, 1985|4.38|44%|5.47|55%|0.45|23%|83%|0.0
Alejandro Villalobos|17|5|0|"5' 7"""|145 lbs.|No Stat|No Stat|Oct 26, 1979|3.93|46%|4.07|67%|1.00|50%|0%|0.0
Rodolfo Vieira|8|1|0|"6' 0"""|185 lbs.|"73"""|Orthodox|Sep 25, 1989|2.60|49%|4.04|57%|5.77|52%|100%|1.4
Reginaldo Vieira|13|5|0|"5' 7"""|135 lbs.|"65"""|Orthodox|Nov 26, 1982|3.76|40%|2.89|59%|1.97|27%|25%|0.8
Ketlen Vieira|12|2|0|"5' 8"""|135 lbs.|"68"""|Orthodox|Aug 26, 1991|3.07|38%|4.07|54%|1.71|46%|90%|0.4
Milton Vieira|13|8|2|"6' 0"""|145 lbs.|No Stat|Orthodox|Oct 04, 1978|1.13|35%|2.36|48%|2.67|53%|12%|0.7
Vitor Vianna|12|3|1|No Stat|205 lbs.|No Stat|Orthodox|No Stat|3.10|30%|8.28|52%|0.00|0%|0%|0.0
Polyana Viana|12|4|0|"5' 5"""|115 lbs.|"67"""|Orthodox|Jun 14, 1992|3.71|41%|3.01|54%|1.12|33%|50%|3.4
James Vick|13|5|0|"6' 3"""|155 lbs.|"76"""|Orthodox|Feb 23, 1987|4.13|39%|3.31|60%|0.26|33%|57%|0.7
Guilherme Viana|7|3|0|"6' 4"""|205 lbs.|No Stat|No Stat|No Stat|2.92|40%|2.72|59%|1.20|66%|77%|0.0
Hugo Viana|8|4|0|"5' 6"""|135 lbs.|"67"""|Orthodox|Sep 26, 1982|3.05|38%|3.20|57%|0.22|6%|50%|0.0
Bryan Vetell|4|3|0|"6' 3"""|265 lbs.|No Stat|Southpaw|Jul 26, 1977|2.74|60%|2.13|41%|0.00|0%|0%|0.0
Renato Verissimo|7|5|0|"6' 1"""|170 lbs.|No Stat|Orthodox|Aug 03, 1973|0.92|48%|1.87|47%|1.46|30%|50%|2.5
Marvin Vettori|18|5|1|"6' 0"""|205 lbs.|"74"""|Southpaw|Sep 20, 1993|4.35|45%|3.48|59%|2.04|45%|76%|0.6
CJ Vergara|9|3|1|"5' 6"""|135 lbs.|"68"""|Orthodox|Jun 18, 1991|6.57|55%|5.23|59%|0.00|0%|87%|0.0
Nikolay Veretennikov|9|4|0|"6' 1"""|170 lbs.|"74"""|Orthodox|Dec 22, 1989|3.47|65%|3.53|56%|0.00|0%|50%|0.0
Joe Veres|4|3|0|"5' 7"""|155 lbs.|No Stat|Orthodox|Nov 09, 1977|0.00|0%|5.55|27%|0.00|0%|0%|0.0
Ernie Verdicia|0|1|0|"5' 11"""|199 lbs.|No Stat|Orthodox|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Kerry Vera|2|0|0|"5' 7"""|135 lbs.|No Stat|Orthodox|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Marlon Vera|18|7|1|"5' 8"""|135 lbs.|"70"""|Switch|Dec 02, 1992|4.08|51%|4.27|50%|0.82|42%|69%|1.3
Scott Ventimiglia|14|6|1|"5' 11"""|185 lbs.|No Stat|No Stat|Nov 17, 1972|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Brandon Vera|15|7|0|"6' 3"""|230 lbs.|"78"""|Orthodox|Oct 10, 1977|3.03|56%|2.81|52%|0.70|53%|59%|0.2
Jerrel Venetiaan|4|3|0|"6' 1"""|195 lbs.|No Stat|Orthodox|Mar 09, 1971|0.81|33%|1.51|67%|0.00|0%|60%|0.0
Luigi Vendramini|9|3|0|"5' 8"""|155 lbs.|"73"""|Orthodox|Jan 16, 1996|2.82|40%|3.82|57%|1.11|15%|100%|0.6
Karlos Vemola|17|5|0|"6' 0"""|185 lbs.|"75"""|Orthodox|Jul 03, 1985|1.67|44%|2.13|37%|1.93|25%|31%|1.7
Bojan Velickovic|15|6|1|"6' 0"""|170 lbs.|"76"""|Southpaw|Dec 18, 1988|2.18|34%|2.31|57%|0.67|25%|55%|0.5
David Velasquez|10|10|0|"5' 5"""|145 lbs.|No Stat|Orthodox|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Cain Velasquez|14|3|0|"6' 1"""|240 lbs.|"77"""|Orthodox|Jul 28, 1982|6.37|57%|2.33|57%|5.13|45%|85%|0.4
Kelly Velasco|2|1|0|"5' 9"""|135 lbs.|No Stat|Orthodox|May 21, 1995|2.27|35%|5.67|47%|0.00|0%|100%|0.0
Joe Vedepo|18|9|0|"6' 0"""|185 lbs.|No Stat|Orthodox|No Stat|1.43|42%|5.71|38%|1.07|20%|0%|0.0
Manny Vazquez|11|2|0|"5' 10"""|125 lbs.|"72"""|Orthodox|Nov 19, 1993|1.47|41%|2.67|48%|1.00|33%|0%|1.0
Matt Veach|17|5|0|"5' 11"""|155 lbs.|No Stat|Orthodox|May 31, 1981|1.12|28%|4.91|44%|3.64|38%|100%|1.5
Javier Vazquez|16|5|0|"5' 7"""|145 lbs.|"69"""|Southpaw|Jul 16, 1977|2.43|36%|1.99|72%|2.56|52%|57%|1.5
Billy Vaughan|12|17|0|"5' 6"""|155 lbs.|No Stat|No Stat|Dec 02, 1983|0.00|0%|1.36|50%|0.00|0%|0%|0.0
Linton Vassell|18|5|0|"6' 4"""|205 lbs.|No Stat|No Stat|Jun 03, 1983|3.39|37%|2.13|54%|2.46|50%|50%|0.0
Guilherme Vasconcelos|9|4|0|"6' 0"""|185 lbs.|No Stat|Orthodox|Mar 23, 1986|3.27|29%|4.40|70%|0.00|0%|0%|0.0
Yuri Vaulin|0|1|0|"6' 4"""|197 lbs.|No Stat|Southpaw|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Kazula Vargas|12|4|0|"5' 8"""|155 lbs.|"71"""|Southpaw|Aug 15, 1985|3.85|53%|1.88|58%|0.44|25%|25%|0.4
Jamie Varner|21|11|1|"5' 8"""|155 lbs.|"71"""|Orthodox|Oct 12, 1984|2.92|34%|2.55|58%|3.49|53%|66%|0.8
Paul Varelans|9|9|0|"6' 8"""|300 lbs.|No Stat|Orthodox|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Paige VanZant|8|5|0|"5' 4"""|115 lbs.|"65"""|Orthodox|Mar 26, 1994|3.35|52%|2.62|42%|1.27|33%|34%|1.0
Austin Vanderford|4|0|0|"5' 11"""|170 lbs.|No Stat|Orthodox|Mar 21, 1990|3.90|52%|5.19|45%|0.00|0%|100%|1.9
Lando Vannata|12|5|2|"5' 9"""|155 lbs.|"71"""|Orthodox|Mar 14, 1992|4.67|44%|4.77|54%|1.12|40%|68%|0.3
Chad Vance|7|5|0|"6' 0"""|185 lbs.|No Stat|Orthodox|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Cameron VanCamp|15|5|1|"6' 2"""|155 lbs.|No Stat|Switch|Apr 27, 1993|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Brianna Van Buren|9|3|0|"5' 0"""|115 lbs.|"62"""|Southpaw|Aug 04, 1993|3.53|41%|3.23|57%|2.50|45%|66%|0.0
Jared Vanderaa|12|6|0|"6' 4"""|265 lbs.|"80"""|Orthodox|May 12, 1992|4.50|50%|5.24|39%|0.40|100%|20%|0.0
Matt Van Buren|7|6|0|"6' 5"""|205 lbs.|No Stat|No Stat|Jun 12, 1986|7.73|45%|6.82|49%|0.00|0%|50%|0.0
Mike van Arsdale|8|5|0|"6' 2"""|205 lbs.|No Stat|Switch|Jun 20, 1965|1.52|41%|1.91|41%|1.06|14%|37%|0.0
Lloyd Van Dams|0|1|0|"6' 1"""|240 lbs.|No Stat|Southpaw|Mar 05, 1972|0.00|0%|3.01|15%|0.00|0%|0%|0.0
Ron van Clief|0|1|0|"5' 10"""|190 lbs.|No Stat|Orthodox|Jan 25, 1943|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Isaac Vallie-Flagg|16|7|1|"5' 8"""|155 lbs.|"70"""|Orthodox|Apr 08, 1978|5.56|47%|5.60|45%|0.20|12%|58%|0.0
Andrew Valladerez|5|7|0|No Stat|135 lbs.|No Stat|No Stat|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Victor Valimaki|18|10|0|"6' 0"""|205 lbs.|No Stat|Orthodox|No Stat|3.94|30%|2.99|67%|0.90|14%|0%|0.0
Victor Valenzuela|13|6|2|"5' 10"""|155 lbs.|No Stat|No Stat|No Stat|1.28|100%|2.55|0%|0.00|0%|0%|0.0
Timur Valiev|18|2|0|"5' 6"""|135 lbs.|"67"""|Orthodox|Jan 19, 1990|5.35|55%|2.79|50%|1.62|33%|50%|0.0
Egidijus Valavicius|29|12|0|"6' 0"""|200 lbs.|No Stat|Orthodox|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Genaro Valdez|10|0|0|"5' 9"""|155 lbs.|"72"""|Orthodox|Jan 16, 1992|6.28|39%|9.77|50%|10.47|50%|0%|2.6
Charlie Valencia|12|7|0|"5' 3"""|135 lbs.|"64"""|Orthodox|Oct 31, 1974|2.58|37%|2.61|77%|1.40|53%|75%|0.5
Richie Vaculik|10|4|0|"5' 6"""|125 lbs.|"69"""|Orthodox|Jun 19, 1983|3.69|46%|4.09|57%|3.00|45%|31%|1.0
Han Ten Yun|0|1|0|"5' 11"""|220 lbs.|No Stat|No Stat|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Gilbert Yvel|39|16|1|"6' 2"""|225 lbs.|"77"""|Orthodox|Jun 30, 1976|1.05|47%|1.78|50%|0.00|0%|25%|1.0
Sodiq Yusuff|11|2|0|"5' 9"""|145 lbs.|"71"""|Orthodox|May 19, 1993|5.43|48%|3.46|58%|0.00|0%|68%|0.5
Rob Yundt|9|5|0|"6' 1"""|185 lbs.|No Stat|Orthodox|May 05, 1980|1.37|41%|2.55|31%|2.94|100%|0%|0.0
Besam Yousef|7|4|0|"5' 11"""|170 lbs.|No Stat|Orthodox|Mar 25, 1985|3.14|53%|3.98|38%|1.33|66%|50%|0.0
Shane Young|13|6|0|"5' 8"""|145 lbs.|"72"""|Orthodox|Jul 31, 1993|5.22|40%|5.01|55%|0.80|23%|56%|0.0
Jason Young|9|6|0|"5' 9"""|145 lbs.|"73"""|Orthodox|Jun 28, 1986|2.97|37%|3.20|50%|1.98|66%|55%|0.0
Trenell Young|11|9|0|"5' 6"""|145 lbs.|No Stat|Orthodox|Jun 19, 1976|1.43|22%|5.13|50%|1.13|20%|0%|1.1
Kaitlin Young|7|9|1|"5' 9"""|135 lbs.|No Stat|Orthodox|Sep 15, 1985|2.83|26%|6.33|51%|2.50|100%|0%|0.0
Artenus Young|10|12|0|No Stat|205 lbs.|No Stat|No Stat|Jul 16, 1980|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Shanna Young|8|5|0|"5' 7"""|135 lbs.|"65"""|Orthodox|Feb 20, 1991|3.04|53%|4.95|43%|0.00|0%|53%|1.0
Hidehiko Yoshida|6|8|1|"5' 11"""|225 lbs.|No Stat|Orthodox|Sep 03, 1969|1.05|36%|1.89|62%|1.09|33%|71%|2.2
Yoshiyuki Yoshida|18|9|0|"5' 11"""|170 lbs.|"70"""|Southpaw|May 10, 1974|0.85|36%|3.67|36%|1.41|28%|25%|2.8
Sanghoon Yoo|5|1|0|"6' 0"""|155 lbs.|"74"""|Orthodox|Jan 18, 1990|5.00|66%|7.27|27%|1.00|100%|75%|1.0
Dong Sik Yoon|9|9|0|"6' 0"""|185 lbs.|No Stat|Orthodox|Aug 24, 1972|0.99|36%|2.33|51%|1.60|29%|33%|1.3
John Yoo|0|1|0|No Stat|135 lbs.|No Stat|No Stat|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Kazunori Yokota|25|7|3|"5' 8"""|154 lbs.|No Stat|Orthodox|Apr 03, 1978|0.67|31%|1.13|57%|0.00|0%|0%|0.0
Hirotaka Yokoi|11|5|0|"5' 11"""|205 lbs.|No Stat|Orthodox|Jun 08, 1978|1.52|33%|3.42|38%|1.87|41%|66%|0.4
Chris Yee|4|6|0|"5' 9"""|185 lbs.|No Stat|No Stat|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Cale Yarbrough|8|3|0|"6' 1"""|185 lbs.|No Stat|Orthodox|Dec 27, 1986|3.16|27%|10.00|72%|0.00|0%|0%|0.0
Yoshiaki Yatsu|0|2|0|"6' 1"""|165 lbs.|No Stat|Orthodox|Jul 19, 1956|0.00|0%|5.57|48%|0.00|0%|0%|0.0
Ashley Yoder|8|8|0|"5' 7"""|115 lbs.|"69"""|Southpaw|Oct 20, 1987|3.08|39%|3.76|47%|1.20|30%|69%|0.6
Tadao Yasuda|2|4|0|"6' 4"""|310 lbs.|No Stat|Orthodox|Oct 09, 1963|2.70|73%|0.85|60%|0.75|14%|0%|0.0
Masutatsu Yano|2|4|1|"5' 9"""|198 lbs.|No Stat|Orthodox|Jul 11, 1975|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Emmanuel Yarborough|1|2|0|"6' 8"""|770 lbs.|No Stat|Open Stance|Sep 05, 1960|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Jianping Yang|11|4|1|"5' 7"""|145 lbs.|No Stat|Orthodox|Nov 27, 1988|1.40|26%|2.07|65%|1.00|25%|33%|0.0
Dongi Yang|13|3|0|"5' 10"""|185 lbs.|"73"""|Southpaw|Dec 07, 1984|3.55|51%|3.21|63%|1.70|41%|61%|0.5
Adam Yandiev|9|1|0|"5' 9"""|185 lbs.|"74"""|Orthodox|Aug 07, 1988|0.18|8%|6.14|36%|0.00|0%|25%|0.0
Yan Qihui|11|4|0|"5' 3"""|125 lbs.|"62"""|Orthodox|Oct 01, 1996|4.01|60%|1.78|72%|4.46|100%|100%|0.0
Adrian Yanez|15|3|0|"5' 7"""|135 lbs.|"70"""|Orthodox|Nov 29, 1993|6.35|39%|5.52|60%|0.00|0%|100%|0.0
Takeshi Yamazaki|15|12|3|"5' 8"""|139 lbs.|No Stat|Southpaw|No Stat|0.57|25%|1.57|47%|4.50|50%|100%|1.0
Yan Xiaonan|13|2|0|"5' 5"""|115 lbs.|"63"""|Orthodox|Jun 16, 1989|5.95|42%|3.61|61%|0.92|75%|65%|0.0
Goiti Yamauchi|21|3|0|"5' 10"""|145 lbs.|No Stat|No Stat|Jan 05, 1993|1.66|54%|1.01|66%|0.00|0%|0%|4.3
Petr Yan|16|2|0|"5' 7"""|135 lbs.|"67"""|Switch|Feb 11, 1993|5.98|52%|4.14|62%|1.75|61%|89%|0.2
Atsushi Yamamoto|19|11|3|"5' 6"""|139 lbs.|No Stat|Orthodox|Oct 02, 1980|1.97|39%|1.27|70%|1.12|33%|100%|0.0
Hiroko Yamanaka|13|3|0|"5' 11"""|135 lbs.|No Stat|No Stat|Oct 24, 1978|2.10|26%|3.54|63%|0.00|0%|100%|0.0
Norifumi Yamamoto|18|6|0|"5' 4"""|135 lbs.|"66"""|Southpaw|Mar 15, 1977|2.09|45%|2.01|57%|0.41|22%|45%|0.0
Yoshihisa Yamamoto|14|25|1|"6' 2"""|220 lbs.|No Stat|Southpaw|Jul 04, 1970|1.65|38%|3.05|53%|1.00|20%|50%|0.6
Kenichi Yamamoto|5|12|2|"6' 0"""|170 lbs.|No Stat|Orthodox|Jul 11, 1976|0.30|46%|1.93|38%|0.00|0%|10%|0.3
Keiichiro Yamamiya|45|35|10|"5' 11"""|185 lbs.|No Stat|Southpaw|Jul 12, 1972|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Alexander Yakovlev|24|10|1|"6' 3"""|155 lbs.|"74"""|Southpaw|Jul 18, 1984|1.74|47%|2.41|58%|1.66|35%|72%|0.1
Jamie Yager|8|4|0|"6' 1"""|185 lbs.|No Stat|Orthodox|Nov 29, 1983|3.08|39%|2.55|63%|0.00|0%|66%|0.0
Rani Yahya|28|10|1|"5' 6"""|135 lbs.|"67"""|Orthodox|Sep 12, 1984|1.58|38%|1.76|50%|2.90|33%|24%|1.9
Eddie Yagin|16|7|1|"5' 7"""|145 lbs.|No Stat|Orthodox|Mar 23, 1979|3.13|30%|5.77|42%|0.00|0%|62%|1.0
Allan Zuniga|13|1|0|"5' 7"""|155 lbs.|"70"""|Orthodox|Apr 04, 1992|3.93|52%|1.80|61%|0.00|0%|57%|1.0
Rubens Xavier|5|3|0|"6' 3"""|220 lbs.|No Stat|Orthodox|No Stat|0.77|42%|1.82|21%|2.10|40%|25%|1.1
Dave Zitanick|5|7|0|No Stat|170 lbs.|No Stat|No Stat|Mar 05, 1980|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Alex Zuniga|6|3|0|No Stat|145 lbs.|No Stat|No Stat|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
George Zuniga|3|1|0|"5' 9"""|185 lbs.|No Stat|No Stat|No Stat|7.64|38%|5.45|37%|0.00|0%|100%|0.0
Cat Zingano|10|4|0|"5' 6"""|145 lbs.|"68"""|Southpaw|Jul 01, 1982|2.57|61%|1.63|47%|2.77|65%|42%|0.8
Igor Zinoviev|4|1|2|"6' 1"""|199 lbs.|No Stat|Orthodox|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Errol Zimmerman|0|1|0|"6' 3"""|185 lbs.|No Stat|Orthodox|Apr 20, 1986|2.95|42%|0.00|0%|0.00|0%|0%|0.0
Mike Zichelle|8|4|0|No Stat|205 lbs.|No Stat|No Stat|No Stat|0.87|35%|0.87|40%|0.00|0%|0%|2.0
Fares Ziam|12|3|0|"6' 1"""|155 lbs.|"75"""|Orthodox|Mar 21, 1997|2.13|39%|1.67|65%|0.33|11%|68%|0.0
Zhalgas Zhumagulov|14|6|0|"5' 4"""|125 lbs.|"66"""|Switch|Aug 29, 1988|4.60|46%|5.10|54%|1.25|21%|50%|0.4
James Zikic|21|10|2|"6' 2"""|205 lbs.|No Stat|Orthodox|Mar 01, 1977|1.47|35%|1.60|44%|0.50|25%|74%|0.5
Zhang Minyang|0|0|0|No Stat|No Stat|No Stat|No Stat|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Zhang Lipeng|23|9|1|"5' 11"""|155 lbs.|"71"""|Southpaw|Mar 10, 1990|1.28|48%|1.88|53%|1.75|30%|69%|0.8
Zhang Weili|21|3|0|"5' 4"""|115 lbs.|"63"""|Switch|Aug 13, 1989|5.47|45%|4.13|52%|1.75|31%|60%|0.3
Yao Zhikui|2|4|0|"5' 5"""|125 lbs.|"64"""|Orthodox|Feb 07, 1991|1.44|21%|2.82|48%|0.66|16%|58%|0.0
Zhang Tiequan|15|4|0|"5' 8"""|155 lbs.|"69"""|Orthodox|Jul 25, 1978|1.23|36%|2.14|51%|1.95|58%|75%|3.4
Roman Zentsov|18|12|0|"6' 1"""|230 lbs.|No Stat|Orthodox|Sep 10, 1973|1.18|36%|0.53|70%|1.60|100%|33%|3.2
Carlos Zevallos|3|4|0|"6' 0"""|205 lbs.|No Stat|Orthodox|No Stat|4.36|65%|2.28|68%|0.00|0%|100%|0.0
Daniel Zellhuber|11|0|0|"6' 1"""|155 lbs.|"77"""|Switch|Jul 07, 1999|7.67|52%|6.40|53%|1.00|50%|0%|0.0
Craig Zellner|4|3|0|"6' 2"""|205 lbs.|No Stat|Orthodox|Sep 09, 1976|0.61|9%|4.65|61%|0.00|0%|0%|0.0
David Zawada|17|7|0|"6' 0"""|170 lbs.|"75"""|Orthodox|Aug 01, 1990|3.84|41%|4.54|55%|0.97|33%|57%|1.7
Roger Zapata|4|2|0|"5' 11"""|170 lbs.|No Stat|Southpaw|May 09, 1986|2.60|51%|2.13|36%|0.00|0%|81%|1.4
Joao Zeferino|21|9|0|"5' 11"""|170 lbs.|No Stat|Orthodox|Jan 15, 1986|0.83|36%|2.60|48%|0.50|5%|50%|1.0
Marius Zaromskis|20|9|0|"5' 9"""|170 lbs.|No Stat|Orthodox|Jul 30, 1980|5.02|34%|5.93|50%|0.73|42%|73%|0.0
Youssef Zalal|10|5|0|"5' 10"""|145 lbs.|"72"""|Switch|Sep 04, 1996|2.51|50%|1.74|64%|2.33|29%|56%|1.2
Elizeu Zaleski dos Santos|23|7|0|"5' 11"""|170 lbs.|"73"""|Orthodox|Dec 11, 1986|4.65|42%|3.22|58%|0.52|15%|62%|0.4
Zach Zane|10|7|0|"5' 7"""|145 lbs.|"69"""|Southpaw|Dec 14, 1989|0.87|56%|6.67|20%|0.00|0%|26%|0.0
Joao Zaiden|10|3|0|No Stat|205 lbs.|No Stat|No Stat|Mar 16, 1993|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Aiemann Zahabi|8|2|0|"5' 8"""|135 lbs.|"68"""|Orthodox|Nov 19, 1987|2.82|40%|3.91|65%|0.33|16%|72%|0.0
Anton Zafir|7|3|0|"5' 11"""|170 lbs.|No Stat|Orthodox|May 10, 1987|2.99|64%|2.31|52%|6.11|60%|0%|0.0
Luke Zachrich|14|4|0|"6' 2"""|185 lbs.|"74"""|Orthodox|Dec 19, 1981|4.56|32%|4.46|62%|0.74|33%|80%|0.0
Al Iaquinta|14|7|1|"5' 10"""|155 lbs.|"70"""|Orthodox|Apr 30, 1987|4.06|40%|4.53|61%|0.63|18%|74%|0.2
Tatsuya Iwasaki|0|1|0|"5' 9"""|205 lbs.|No Stat|Orthodox|No Stat|0.79|100%|8.68|38%|0.00|0%|0%|0.0
Yoislandy Izquierdo|10|4|0|"5' 11"""|155 lbs.|No Stat|Southpaw|Jan 09, 1984|2.93|52%|1.40|26%|0.00|0%|50%|0.0
Tomomi Iwama|9|6|2|"5' 3"""|155 lbs.|No Stat|Orthodox|No Stat|1.00|20%|3.00|70%|0.00|0%|0%|0.0
Hiroshi Izumi|4|2|0|No Stat|205 lbs.|No Stat|Orthodox|Jun 22, 1982|1.95|37%|2.65|66%|3.35|70%|100%|0.5
Anthony Ivy|8|4|0|"6' 2"""|185 lbs.|"74"""|Orthodox|Jan 23, 1990|2.50|42%|4.57|51%|4.69|20%|100%|0.0
Blagoy Ivanov|18|4|0|"5' 11"""|250 lbs.|"73"""|Southpaw|Oct 09, 1986|3.32|40%|4.15|54%|1.06|54%|75%|0.2
