Chad Robichaux|13|2|0|"5' 4"""|135 lbs.|No Stat|No Stat|Aug 18, 1975|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Gillian Robertson|9|6|0|"5' 5"""|125 lbs.|"63"""|Orthodox|May 17, 1995|2.01|49%|2.52|51%|2.54|47%|16%|0.9
Kenny Robertson|15|5|0|"5' 10"""|170 lbs.|"74"""|Orthodox|Feb 14, 1984|3.72|47%|3.02|52%|1.37|26%|57%|0.8
Buddy Roberts|12|3|0|"6' 2"""|185 lbs.|No Stat|Orthodox|Oct 17, 1982|2.17|34%|2.08|70%|0.00|0%|76%|0.7
Roosevelt Roberts|10|3|0|"6' 2"""|155 lbs.|"73"""|Orthodox|Feb 11, 1994|3.14|44%|3.12|53%|1.44|29%|58%|0.9
Daniel Roberts|15|7|0|"5' 10"""|170 lbs.|"74"""|Southpaw|Aug 05, 1980|0.73|20%|2.27|46%|2.46|44%|40%|2.5
Ryan Roberts|21|12|1|"5' 6"""|155 lbs.|No Stat|Orthodox|Jul 16, 1978|0.00|0%|22.50|45%|0.00|0%|0%|0.0
Taylor Roberts|3|12|0|"5' 11"""|170 lbs.|No Stat|No Stat|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Tyrone Roberts|43|12|1|"5' 9"""|185 lbs.|No Stat|Orthodox|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Danny Roberts|18|5|0|"6' 1"""|170 lbs.|"74"""|Southpaw|Jul 14, 1987|3.24|43%|3.01|54%|0.30|11%|56%|0.3
Joey Roberts|4|3|0|"6' 2"""|200 lbs.|No Stat|No Stat|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
David Roberts|5|8|0|"6' 1"""|170 lbs.|No Stat|Orthodox|Nov 15, 1975|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Andre Roberts|14|2|1|"6' 2"""|345 lbs.|No Stat|Orthodox|Feb 24, 1965|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Karl Roberson|9|4|0|"6' 1"""|185 lbs.|"74"""|Southpaw|Oct 04, 1990|2.87|51%|2.38|57%|0.92|57%|45%|0.7
Kali Robbins|6|3|0|"5' 3"""|115 lbs.|"63"""|Orthodox|Jul 05, 1984|3.73|46%|9.40|44%|2.00|33%|0%|0.0
Justin Robbins|14|18|1|"5' 5"""|135 lbs.|No Stat|No Stat|Jul 29, 1980|0.67|37%|3.20|47%|0.00|0%|0%|0.0
Pedro Rizzo|20|11|0|"6' 1"""|241 lbs.|No Stat|Orthodox|May 03, 1974|1.93|34%|3.02|50%|0.26|28%|78%|0.0
Theo Rlayang|5|1|0|"5' 7"""|145 lbs.|"65"""|Orthodox|Aug 10, 1994|5.93|48%|8.40|40%|2.00|40%|0%|0.0
Nicdali Rivera-Calanoc|9|10|0|"5' 3"""|105 lbs.|No Stat|No Stat|Jun 12, 1985|1.82|20%|2.42|78%|0.00|0%|0%|0.0
Jerome Rivera|10|6|0|"5' 10"""|125 lbs.|"72"""|Southpaw|Apr 22, 1995|3.21|33%|2.60|51%|0.00|0%|40%|0.0
Irwin Rivera|10|6|0|"5' 6"""|135 lbs.|"67"""|Southpaw|Feb 14, 1989|3.36|44%|5.07|57%|1.00|16%|70%|0.0
Jonathan Rivera|4|2|0|No Stat|155 lbs.|No Stat|No Stat|No Stat|4.36|49%|3.90|60%|0.00|0%|0%|0.0
Mario Rivera|6|8|0|"5' 10"""|170 lbs.|No Stat|No Stat|No Stat|0.00|0%|8.41|20%|0.00|0%|0%|0.0
Francisco Rivera|11|7|0|"5' 8"""|135 lbs.|"70"""|Orthodox|Oct 08, 1981|4.07|41%|3.16|68%|1.01|63%|68%|0.6
Jimmie Rivera|23|5|0|"5' 4"""|135 lbs.|"68"""|Orthodox|Jun 29, 1989|4.03|40%|3.90|60%|0.88|27%|92%|0.1
Diego Rivas|10|2|0|"5' 8"""|145 lbs.|"69"""|Orthodox|Nov 11, 1991|1.37|40%|2.14|52%|1.79|60%|64%|0.9
Dante Rivera|16|7|0|"6' 1"""|185 lbs.|No Stat|Southpaw|Dec 08, 1974|2.27|53%|4.00|25%|0.00|0%|16%|0.0
Shannon Ritch|56|83|0|"5' 9"""|190 lbs.|No Stat|Orthodox|Sep 27, 1970|1.00|100%|6.00|50%|0.00|0%|0%|0.0
Rafael Rios|4|2|0|No Stat|150 lbs.|No Stat|No Stat|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Maria Rios|2|3|0|"5' 5"""|125 lbs.|No Stat|No Stat|May 31, 1983|2.93|34%|4.13|56%|2.00|50%|100%|0.0
Albert Rios|13|6|0|"5' 8"""|145 lbs.|No Stat|No Stat|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Jorge Rivera|20|9|0|"6' 1"""|185 lbs.|"73"""|Orthodox|Feb 28, 1972|3.16|48%|2.64|54%|0.84|50%|63%|0.1
Mike Rio|10|5|0|"5' 10"""|155 lbs.|"70"""|Orthodox|Jul 06, 1981|1.68|39%|2.99|53%|2.58|27%|0%|1.0
Nick Ring|14|4|0|"6' 0"""|185 lbs.|"74"""|Southpaw|Feb 10, 1979|3.52|42%|3.48|62%|1.36|36%|52%|0.3
Moise Rimbon|23|11|3|"5' 10"""|205 lbs.|No Stat|Orthodox|Apr 20, 1977|0.80|34%|1.00|71%|1.00|50%|37%|0.0
Jordan Rinaldi|14|7|0|"5' 10"""|145 lbs.|"72"""|Orthodox|Sep 25, 1987|1.56|35%|2.32|59%|1.45|35%|20%|1.2
Jason Riley|10|7|0|"6' 6"""|245 lbs.|No Stat|No Stat|Sep 22, 1975|0.00|0%|9.68|33%|0.00|0%|50%|0.0
Jeremiah Riggs|7|8|0|"6' 0"""|185 lbs.|No Stat|No Stat|Dec 17, 1982|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Brad Riddell|10|2|0|"5' 7"""|155 lbs.|"71"""|Orthodox|Sep 30, 1991|4.76|53%|3.55|52%|1.87|39%|62%|0.0
Matthew Riddle|8|3|0|"6' 1"""|170 lbs.|"76"""|Southpaw|Jan 14, 1986|3.01|42%|2.74|54%|3.51|50%|89%|0.5
Aaron Riley|30|14|1|"5' 8"""|155 lbs.|"69"""|Southpaw|Dec 09, 1980|3.45|34%|3.78|61%|1.18|34%|60%|0.1
Joe Riggs|44|17|0|"6' 0"""|185 lbs.|"70"""|Southpaw|Sep 23, 1982|2.41|51%|1.69|57%|2.45|55%|62%|0.6
Dave Rickels|18|4|0|"5' 11"""|155 lbs.|No Stat|No Stat|Jan 05, 1989|4.29|59%|5.53|42%|0.00|0%|25%|0.0
Mike Richman|18|7|0|"5' 8"""|135 lbs.|No Stat|No Stat|Jun 23, 1985|4.06|44%|3.49|43%|0.00|0%|76%|0.0
Rex Richards|7|2|0|"6' 5"""|265 lbs.|No Stat|No Stat|No Stat|17.65|58%|5.29|72%|0.00|0%|0%|0.0
Matt Ricehouse|6|1|0|No Stat|155 lbs.|No Stat|No Stat|Mar 11, 1987|3.70|44%|4.80|47%|1.00|22%|81%|0.0
John Richard|3|5|1|No Stat|205 lbs.|No Stat|No Stat|May 22, 1982|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Will Ribeiro|10|2|0|"5' 8"""|135 lbs.|No Stat|Orthodox|Feb 17, 1983|1.83|28%|1.64|74%|1.15|100%|50%|2.9
Tabatha Ricci|6|1|0|"5' 1"""|115 lbs.|"61"""|Orthodox|Feb 21, 1995|3.43|35%|6.52|57%|3.26|41%|0%|0.0
Alex Ricci|10|5|0|"5' 11"""|155 lbs.|No Stat|Orthodox|Jul 21, 1982|2.48|41%|2.53|64%|0.00|0%|64%|0.0
Vitor Ribeiro|20|5|0|"5' 8"""|154 lbs.|No Stat|Orthodox|Feb 24, 1979|1.00|28%|1.95|48%|1.58|26%|100%|1.2
Amanda Ribas|11|2|0|"5' 3"""|125 lbs.|"66"""|Orthodox|Aug 26, 1993|4.65|42%|2.17|70%|1.99|47%|86%|1.5
Mike Ricci|11|5|0|"6' 0"""|155 lbs.|"76"""|Southpaw|Mar 18, 1986|1.80|32%|1.64|65%|0.67|100%|54%|0.0
Lucrezia Ria|8|2|0|"5' 6"""|125 lbs.|No Stat|Orthodox|Jun 24, 1992|4.07|46%|4.40|45%|1.00|33%|0%|0.0
Mike Rhodes|10|5|0|"6' 1"""|170 lbs.|"74"""|Orthodox|Dec 04, 1989|3.20|39%|4.13|64%|0.96|33%|75%|0.5
Gaston Reyno|6|2|0|"6' 0"""|145 lbs.|No Stat|No Stat|Nov 11, 1986|7.79|62%|3.90|44%|0.00|0%|0%|11.7
Victor Reyna|11|5|0|"5' 11"""|170 lbs.|"74"""|Southpaw|Aug 05, 1986|5.80|63%|4.75|42%|0.00|0%|100%|0.0
Johnny Rhodes|2|1|0|"6' 0"""|210 lbs.|No Stat|Orthodox|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Alex Reyes|13|3|0|"5' 11"""|170 lbs.|"73"""|Orthodox|Oct 02, 1986|4.56|46%|8.35|38%|0.00|0%|0%|0.0
Kyle Reyes|15|7|0|"5' 8"""|145 lbs.|No Stat|No Stat|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Dominick Reyes|12|3|0|"6' 4"""|205 lbs.|"77"""|Southpaw|Dec 26, 1989|4.77|50%|3.73|48%|0.36|28%|80%|0.4
Herman Renting|1|3|0|"6' 0"""|215 lbs.|No Stat|Switch|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
John Renken|18|28|4|"6' 0"""|190 lbs.|No Stat|Orthodox|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Marco Polo Reyes|8|7|0|"5' 11"""|155 lbs.|"71"""|Orthodox|Nov 07, 1984|6.00|37%|5.52|59%|0.00|0%|46%|0.0
Leigh Remedios|18|10|2|"5' 7"""|155 lbs.|No Stat|Orthodox|Jan 13, 1976|0.75|41%|1.36|68%|0.00|0%|33%|0.0
Marion Reneau|9|8|1|"5' 6"""|135 lbs.|"68"""|Orthodox|Jun 20, 1977|3.20|41%|3.52|59%|0.62|63%|50%|0.8
Solomon Renfro|8|2|0|"5' 9"""|170 lbs.|"72"""|Switch|Feb 05, 1997|5.20|44%|3.53|61%|2.00|50%|100%|0.0
Chance Rencountre|14|4|0|"6' 2"""|170 lbs.|"75"""|Southpaw|Dec 31, 1986|1.10|20%|3.62|49%|1.35|26%|16%|0.3
Goran Reljic|15|8|0|"6' 3"""|205 lbs.|"81"""|Southpaw|Mar 20, 1984|1.69|37%|2.69|59%|1.69|50%|33%|1.1
Ben Reiter|17|2|1|"6' 3"""|185 lbs.|No Stat|No Stat|Jun 27, 1987|1.80|46%|1.53|54%|7.00|43%|0%|0.0
Wilson Reis|23|10|0|"5' 4"""|125 lbs.|"65"""|Southpaw|Jan 06, 1985|1.83|29%|3.04|55%|5.15|42%|47%|0.6
Jason Reinhardt|20|3|0|"5' 6"""|135 lbs.|No Stat|Orthodox|Oct 31, 1969|0.51|40%|4.07|43%|1.91|12%|50%|0.0
Chad Reiner|33|18|0|"5' 11"""|170 lbs.|No Stat|Orthodox|Jun 29, 1981|0.53|20%|1.97|46%|0.99|33%|25%|2.0
Stephen Regman|9|4|0|"5' 11"""|185 lbs.|"76"""|Orthodox|Aug 05, 1991|1.41|60%|4.93|23%|3.52|100%|0%|0.0
James Reese|11|10|0|"5' 9"""|155 lbs.|No Stat|No Stat|Dec 21, 1980|0.00|0%|0.00|0%|0.00|0%|0%|0.0
John Reedy|11|6|0|"5' 8"""|155 lbs.|No Stat|No Stat|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Elise Reed|4|1|0|"5' 3"""|125 lbs.|"63"""|Orthodox|Dec 05, 1992|0.26|25%|5.76|45%|0.00|0%|50%|0.0
Johnny Rees|13|5|0|"6' 0"""|170 lbs.|No Stat|Orthodox|Oct 21, 1982|3.29|64%|0.84|47%|1.15|25%|50%|0.0
Dennis Reed|45|62|1|No Stat|205 lbs.|No Stat|Orthodox|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Karl Reed|6|1|0|"6' 3"""|205 lbs.|"78"""|Orthodox|Oct 27, 1988|2.04|44%|3.84|38%|1.06|22%|53%|0.0
Greg Rebello|24|8|0|"6' 0"""|240 lbs.|"73"""|Southpaw|Jun 13, 1982|2.61|39%|2.92|58%|0.00|0%|0%|0.0
Rafael Rebello|9|4|0|"5' 5"""|135 lbs.|"67"""|Orthodox|Oct 16, 1980|2.19|32%|3.29|58%|2.82|33%|75%|0.5
Paul Redmond|12|7|0|"5' 10"""|145 lbs.|No Stat|Orthodox|Oct 20, 1986|0.72|34%|2.99|41%|0.00|0%|50%|0.0
Antony Rea|33|15|0|"6' 0"""|205 lbs.|No Stat|Orthodox|Jul 15, 1976|2.89|28%|5.42|42%|0.00|0%|100%|0.0
Iony Razafiarison|2|1|0|"5' 3"""|145 lbs.|No Stat|No Stat|Dec 23, 1984|1.20|42%|1.40|53%|2.00|50%|75%|0.0
Abdul Razak Alhassan|11|4|0|"5' 10"""|185 lbs.|"73"""|Orthodox|Aug 11, 1985|3.71|48%|4.23|53%|0.53|28%|55%|0.0
Keenan Raymond|3|3|0|No Stat|165 lbs.|No Stat|No Stat|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Joe Ray|13|0|0|No Stat|170 lbs.|No Stat|No Stat|Dec 17, 1984|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Stevie Ray|23|9|0|"5' 10"""|155 lbs.|"70"""|Southpaw|Mar 25, 1990|3.73|44%|2.93|54%|0.75|46%|55%|0.6
Bec Rawlings|7|8|0|"5' 6"""|125 lbs.|"64"""|Orthodox|Feb 11, 1989|4.48|42%|5.66|57%|0.71|40%|68%|0.4
David Rasouri|2|3|0|"5' 7"""|155 lbs.|No Stat|No Stat|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Gideon Ray|17|15|1|"5' 10"""|185 lbs.|No Stat|Southpaw|May 27, 1973|2.08|40%|2.58|53%|1.49|100%|0%|0.0
Ed Ratcliff|7|3|0|"5' 10"""|155 lbs.|"71"""|Orthodox|Mar 05, 1983|2.71|38%|2.96|63%|0.28|16%|53%|0.0
Hussain Rasouli|2|3|0|"5' 6"""|135 lbs.|No Stat|No Stat|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Raou Raou|0|1|0|"5' 8"""|195 lbs.|No Stat|Orthodox|No Stat|2.01|16%|6.75|60%|0.00|0%|0%|0.0
Mitch Raposo|5|1|0|"5' 5"""|125 lbs.|"64"""|Switch|Oct 16, 1998|2.57|25%|3.18|56%|3.67|66%|0%|0.0
Kevin Randleman|17|16|0|"5' 10"""|205 lbs.|No Stat|Orthodox|Aug 10, 1971|1.26|54%|1.12|57%|2.00|56%|30%|0.8
Vernon Ramos Ho|3|1|0|"5' 6"""|170 lbs.|No Stat|Orthodox|Jun 03, 1992|4.00|25%|8.00|55%|0.00|0%|0%|0.0
Ricardo Ramos|15|4|0|"5' 9"""|145 lbs.|"72"""|Orthodox|Aug 01, 1995|3.32|38%|3.84|57%|2.61|58%|72%|0.6
Davi Ramos|10|4|0|"5' 6"""|155 lbs.|"70"""|Orthodox|Nov 05, 1986|2.64|37%|3.44|56%|1.95|40%|83%|0.6
Ian Rammel|7|8|0|"6' 0"""|185 lbs.|No Stat|No Stat|Jul 22, 1985|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Luis Ramos|20|10|2|"5' 8"""|170 lbs.|No Stat|Orthodox|Jan 18, 1981|2.40|35%|5.60|42%|1.50|20%|100%|0.0
Andrew Ramm|4|4|0|"6' 1"""|160 lbs.|No Stat|No Stat|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Amador Ramirez|5|4|0|No Stat|135 lbs.|No Stat|No Stat|Jun 14, 1990|4.93|51%|2.07|69%|1.00|33%|0%|0.0
Matt Ramirez|2|3|0|"5' 5"""|125 lbs.|No Stat|No Stat|No Stat|3.03|50%|0.67|75%|2.53|16%|100%|0.0
Steve Ramirez|5|2|0|"5' 7"""|125 lbs.|No Stat|No Stat|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Hector Ramirez|10|6|1|"6' 0"""|205 lbs.|No Stat|Orthodox|Mar 28, 1976|2.27|41%|4.60|56%|2.30|55%|66%|0.5
Jessica Rakoczy|1|5|0|"5' 7"""|115 lbs.|No Stat|Orthodox|Apr 14, 1977|2.50|44%|3.55|64%|0.75|20%|0%|0.8
Shavkat Rakhmonov|14|0|0|"6' 1"""|170 lbs.|"77"""|Orthodox|Oct 23, 1994|2.87|56%|1.27|53%|1.27|33%|100%|2.5
Thomas Ramirez|0|1|0|"6' 1"""|410 lbs.|No Stat|Sideways|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Aleksandar Rakic|14|2|0|"6' 4"""|205 lbs.|"78"""|Orthodox|Feb 06, 1992|4.23|52%|2.23|52%|0.75|25%|90%|0.2
Amir Rahnavardi|11|10|0|"6' 0"""|205 lbs.|No Stat|Orthodox|Dec 07, 1974|0.67|25%|0.00|100%|0.00|0%|50%|0.0
Ricky Rainey|12|6|0|"6' 1"""|170 lbs.|"77"""|Switch|Jun 29, 1983|2.55|48%|2.62|46%|0.95|18%|55%|0.0
Jordan Radev|23|5|0|"5' 7"""|185 lbs.|No Stat|Southpaw|Sep 28, 1976|1.35|23%|2.38|66%|0.00|0%|80%|0.0
Josh Rafferty|9|8|0|"6' 0"""|170 lbs.|No Stat|Orthodox|Jan 06, 1981|0.60|33%|3.60|50%|0.00|0%|0%|9.0
Umar Nurmagomedov|13|0|0|"5' 8"""|135 lbs.|No Stat|Orthodox|Mar 01, 1996|2.89|60%|0.81|76%|8.67|45%|0%|1.7
Kennedy Nzechukwu|9|2|0|"6' 5"""|205 lbs.|"83"""|Southpaw|Jun 13, 1992|4.86|42%|5.04|49%|0.00|0%|80%|0.0
Gilbert Rael|1|3|0|"5' 8"""|155 lbs.|No Stat|No Stat|No Stat|0.00|0%|7.46|37%|4.86|100%|0%|0.0
Abubakar Nurmagomedov|16|3|1|"5' 11"""|170 lbs.|"72"""|Orthodox|Nov 13, 1989|3.59|49%|2.52|69%|1.68|33%|0%|0.0
Said Nurmagomedov|14|2|0|"5' 8"""|135 lbs.|"70"""|Orthodox|Apr 05, 1992|4.65|46%|2.37|60%|0.45|7%|71%|0.0
Khabib Nurmagomedov|29|0|0|"5' 10"""|155 lbs.|"70"""|Orthodox|Sep 20, 1988|4.10|48%|1.75|65%|5.32|48%|84%|0.8
Josiane Nunes|8|1|0|"5' 2"""|135 lbs.|"67"""|Southpaw|Dec 23, 1993|10.61|40%|7.14|57%|0.00|0%|0%|0.0
Istela Nunes|7|2|0|"5' 4"""|115 lbs.|"66"""|Orthodox|Jul 23, 1992|4.79|52%|2.78|66%|0.00|0%|28%|0.0
Amanda Nunes|21|4|0|"5' 8"""|135 lbs.|"69"""|Orthodox|May 30, 1988|4.50|51%|2.45|57%|2.50|53%|84%|0.9
Nina Nunes|10|7|0|"5' 5"""|115 lbs.|"64"""|Orthodox|Dec 03, 1985|4.64|47%|3.50|53%|0.28|40%|76%|0.6
Diego Nunes|19|7|0|"5' 6"""|145 lbs.|"67"""|Orthodox|Nov 30, 1982|2.72|43%|2.59|58%|1.18|44%|65%|0.6
Shayilan Nuerdanbieke|20|7|0|"5' 8"""|145 lbs.|"69"""|Orthodox|May 04, 1994|1.13|30%|2.93|45%|3.00|27%|33%|0.0
Phillipe Nover|11|8|1|"5' 9"""|145 lbs.|"72"""|Orthodox|Feb 03, 1984|1.79|35%|2.48|56%|0.99|28%|44%|0.7
Jason Novelli|11|3|1|"6' 0"""|155 lbs.|No Stat|Orthodox|Jun 08, 1979|1.73|24%|3.55|66%|0.70|33%|100%|0.0
Jonatas Novaes|13|5|0|"5' 11"""|170 lbs.|No Stat|No Stat|Mar 02, 1981|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Jan Nortje|2|6|0|"6' 1"""|310 lbs.|No Stat|Southpaw|Apr 11, 1975|3.32|51%|4.50|32%|0.00|0%|66%|2.9
Scott Norton|7|1|0|"5' 10"""|170 lbs.|No Stat|Orthodox|Mar 15, 1973|0.67|30%|0.34|60%|2.52|25%|0%|0.0
Sage Northcutt|11|2|0|"6' 0"""|170 lbs.|"71"""|Orthodox|Mar 01, 1996|3.58|52%|1.96|58%|1.81|34%|41%|0.6
Nick Nolte|5|4|0|"6' 0"""|170 lbs.|No Stat|No Stat|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
KJ Noons|13|9|0|"5' 10"""|155 lbs.|"70"""|Orthodox|Dec 07, 1982|3.68|35%|3.78|65%|0.08|20%|68%|0.0
Alexandre Franca Nogueira|18|6|3|"5' 7"""|145 lbs.|No Stat|Orthodox|Jan 15, 1978|0.60|20%|4.18|57%|0.00|0%|0%|0.0
Kyle Noke|22|10|1|"6' 1"""|170 lbs.|"76"""|Southpaw|Mar 18, 1980|3.23|50%|2.09|64%|1.53|54%|66%|0.8
Talita Nogueira|6|0|0|"5' 10"""|145 lbs.|No Stat|No Stat|Oct 13, 1985|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Jacob Noe|3|11|0|No Stat|205 lbs.|No Stat|No Stat|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Rogerio Nogueira|23|10|0|"6' 2"""|205 lbs.|"75"""|Southpaw|Jun 02, 1976|2.43|35%|2.34|59%|0.64|44%|62%|0.8
Chidi Njokuani|20|7|0|"6' 3"""|170 lbs.|"80"""|Orthodox|Dec 31, 1988|3.54|70%|1.47|59%|0.00|0%|78%|0.0
Kyle Noblitt|11|2|0|"6' 2"""|243 lbs.|No Stat|No Stat|Dec 26, 1989|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Derrick Noble|27|15|1|"5' 9"""|170 lbs.|No Stat|Southpaw|Aug 14, 1978|6.21|40%|3.79|59%|0.00|0%|0%|0.0
Pedro Nobre|18|4|2|"5' 5"""|135 lbs.|No Stat|No Stat|Feb 13, 1986|1.37|30%|9.16|35%|0.00|0%|0%|0.0
Antonio Rodrigo Nogueira|34|10|1|"6' 3"""|240 lbs.|"77"""|Orthodox|Jun 02, 1976|1.95|42%|2.40|55%|1.30|29%|36%|2.4
Akiyo Nishiura|13|8|1|"5' 8"""|139 lbs.|No Stat|Southpaw|Aug 08, 1983|1.59|57%|1.26|57%|0.00|0%|52%|0.3
Yosuke Nishijima|0|5|0|"5' 9"""|205 lbs.|No Stat|Orthodox|May 15, 1973|1.72|37%|5.59|56%|0.00|0%|0%|0.0
Anthony Njokuani|16|12|0|"6' 1"""|155 lbs.|"75"""|Orthodox|Mar 01, 1980|3.94|46%|2.41|65%|0.50|45%|53%|0.2
Soichi Nishida|5|10|1|"5' 11"""|320 lbs.|No Stat|Orthodox|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Jack Nilson|2|6|0|No Stat|No Stat|No Stat|No Stat|No Stat|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Mats Nilsson|11|4|1|"6' 1"""|170 lbs.|No Stat|Orthodox|Dec 05, 1983|2.99|39%|5.62|63%|3.87|83%|44%|2.3
Hans Nijman|9|7|0|"6' 0"""|250 lbs.|No Stat|Switch|Oct 23, 1959|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Guangyou Ning|5|4|1|"5' 4"""|145 lbs.|"64"""|Southpaw|Dec 15, 1981|2.66|41%|1.91|61%|1.09|50%|62%|0.3
Jaimelene Nievera|7|4|0|"5' 5"""|125 lbs.|No Stat|Orthodox|Oct 28, 1984|1.67|53%|8.73|33%|1.79|16%|0%|0.0
Tom Niinimaki|22|8|1|"5' 9"""|145 lbs.|"69"""|Orthodox|Jul 25, 1982|1.91|54%|2.31|58%|2.97|46%|33%|0.5
Ramsey Nijem|9|6|0|"5' 11"""|155 lbs.|"75"""|Orthodox|Apr 01, 1988|3.05|44%|1.62|62%|5.32|62%|55%|1.1
Alex Nicholson|7|4|0|"6' 4"""|185 lbs.|"77"""|Orthodox|May 02, 1990|4.12|43%|4.65|47%|0.00|0%|50%|0.5
Matheus Nicolau|17|3|1|"5' 6"""|125 lbs.|"66"""|Orthodox|Jan 06, 1993|3.88|53%|3.18|67%|1.75|47%|92%|1.2
Khomkrit Niimi|6|10|0|"5' 2"""|125 lbs.|No Stat|No Stat|No Stat|0.00|0%|5.73|44%|0.00|0%|0%|0.0
Benji Radach|21|7|0|"5' 10"""|185 lbs.|No Stat|Orthodox|Apr 05, 1979|2.62|49%|2.31|51%|1.06|41%|71%|0.4
Steven Nguyen|8|1|0|"5' 11"""|145 lbs.|"73"""|Switch|May 19, 1993|7.36|43%|7.47|56%|0.00|0%|77%|0.0
Mike Nickels|9|5|0|"6' 4"""|205 lbs.|No Stat|Orthodox|Dec 13, 1971|4.44|52%|1.11|64%|11.11|80%|0%|2.8
Ben Nguyen|16|8|0|"5' 5"""|125 lbs.|"65"""|Switch|Aug 03, 1988|3.51|40%|3.01|59%|0.25|33%|63%|1.0
Journey Newson|9|3|0|"5' 5"""|135 lbs.|"67"""|Orthodox|Mar 07, 1989|2.76|32%|2.76|65%|0.00|0%|0%|0.9
Emanuel Newton|26|12|1|"6' 1"""|205 lbs.|No Stat|No Stat|Jan 02, 1984|1.92|49%|1.35|51%|2.02|100%|0%|0.0
Francis Ngannou|16|3|0|"6' 4"""|250 lbs.|"83"""|Orthodox|Sep 05, 1986|2.54|41%|2.04|45%|0.20|33%|72%|0.4
Julio Cesar Neves Jr.|33|1|0|"5' 8"""|145 lbs.|No Stat|No Stat|Apr 25, 1994|1.98|35%|4.81|51%|1.06|25%|76%|0.0
Nick Newell|14|2|0|"5' 10"""|155 lbs.|No Stat|Southpaw|Mar 17, 1986|3.53|46%|4.07|36%|0.00|0%|33%|0.0
Jeff Newton|4|2|0|"6' 2"""|205 lbs.|No Stat|Sideways|Dec 11, 1966|0.28|20%|1.41|52%|0.00|0%|0%|8.5
Lissette Neri|6|4|0|"5' 2"""|145 lbs.|No Stat|No Stat|Aug 05, 1987|0.00|0%|0.00|0%|0.00|0%|0%|0.0
Kyle Nelson|13|4|0|"5' 11"""|155 lbs.|"71"""|Switch|Apr 20, 1991|3.63|41%|6.82|47%|0.96|12%|60%|1.9
Carlos Newton|16|14|0|"5' 9"""|170 lbs.|No Stat|Orthodox|Aug 17, 1976|0.65|41%|1.55|44%|2.47|70%|43%|0.9
Mario Neto|13|5|0|"6' 0"""|229 lbs.|No Stat|Orthodox|No Stat|1.89|50%|1.89|70%|2.84|100%|0%|0.0
Gunnar Nelson|17|5|1|"5' 11"""|170 lbs.|"72"""|Switch|Jul 28, 1988|1.71|57%|3.33|49%|1.72|55%|66%|0.9
Nicolae Negumereanu|11|1|0|"6' 0"""|205 lbs.|"78"""|Orthodox|Sep 04, 1994|2.97|38%|5.72|29%|0.48|16%|62%|0.0
Antonio Braga Neto|9|3|0|"6' 3"""|185 lbs.|"77"""|Orthodox|Oct 29, 1987|1.36|33%|3.92|45%|3.07|37%|0%|0.5
Josh Neer|36|16|1|"5' 11"""|170 lbs.|"72"""|Orthodox|Mar 24, 1983|3.29|46%|3.63|58%|1.09|34%|46%|1.3
Geoff Neal|13|4|0|"5' 11"""|170 lbs.|"75"""|Southpaw|Aug 28, 1990|4.42|48%|4.68|62%|0.60|50%|87%|0.2
Stanislav Nedkov|12|2|0|"5' 11"""|205 lbs.|"71"""|Orthodox|Dec 09, 1981|3.33|43%|5.39|43%|2.77|41%|0%|0.0
Shane Nelson|16|7|0|"5' 9"""|155 lbs.|"70"""|Southpaw|Nov 29, 1984|1.38|31%|2.84|61%|1.31|18%|54%|1.6
