Fight_ID|Fight_Date|Gender|Weight_Class|Title_Fight|Result|Method|Round|Time|Fight_Time_Format|Fighter_1_Name|Fighter_1_Nickname|Fighter_1_Age|Fighter_1_Wins|Fighter_1_Loses|Fighter_1_Draws|Fighter_1_Avg_Time(MINS)|Fighter_1_Height|Fighter_1_Reach|Fighter_1_Stance|Fighter_1_Sign_SLpMin|Fighter_1_Str_Acc|Fighter_1_Sign_SApMin|Fighter_1_Defense|Fighter_1_Takedown_Avgp15M|Fighter_1_Takedown_Acc|Fighter_1_Takedown_Def|Fighter_1_Sub_Avgp15M|Fighter_2_Name|Fighter_2_Nickname|Fighter_2_Age|Fighter_2_Wins|Fighter_2_Loses|Fighter_2_Draws|Fighter_2_Avg_Time(MINS)|Fighter_2_Height|Fighter_2_Reach|Fighter_2_Stance|Fighter_2_Sign_SLpMin|Fighter_2_Str_Acc|Fighter_2_Sign_SApMin|Fighter_2_Defense|Fighter_2_Takedown_Avgp15M|Fighter_2_Takedown_Acc|Fighter_2_Takedown_Def|Fighter_2_Sub_Avgp15M
1123|2010-03-31|male|welterweight|False|win| Decision - Unanimous |3|5:00|3Rnd(5-5-5)|Charlie Brenneman|The Spaniard|29.0|15|1|0|15.0|"5' 10"""|"70"""|Orthodox|2.2|62.264150943396224|0.8|61.29032258064516|6.0|60.0|0.0|0.0|Jason High|The Kansas City Bandit|29.0|19|3|0|15.0|"5' 8"""|"73"""|Southpaw|0.8|38.70967741935484|2.2|37.735849056603776|0.0|0.0|40.0|3.0
1124|2010-04-10|male|lightweight|False|lose| Submission |2|4:30|3Rnd(5-5-5)|Terry Etim|No_Nick|24.0|15|2|0|9.857142857142858|"6' 1"""|"73"""|Orthodox|2.579710144927536|0.3991031390134529|2.1594202898550723|71.12403100775194|0.2173913043478261|0.25|40.74074074074075|1.7391304347826089|Rafael Dos Anjos|No_Nickname|26.0|13|4|0|13.9125|"5' 8"""|"70"""|Southpaw|2.3180592991913747|0.3006993006993007|2.4977538185085355|71.28099173553719|2.964959568733154|0.4074074074074074|80.0|1.8867924528301887
1125|2010-04-10|male|welterweight|False|win| KO/TKO |3|4:40|3Rnd(5-5-5)|Matt Hughes|No_Nick|37.0|43|7|0|9.52142857142857|"5' 9"""|"73"""|Switch|2.21055263815954|0.576271186440678|1.0452613153288324|51.50812064965198|3.525881470367592|0.5164835164835165|26.66666666666667|1.1252813203300824|Renzo Gracie|No_Nickname|43.0|13|6|1|14.666666666666668|"5' 10"""||Orthodox|2.318181818181818|31.19266055045872|4.7727272727272725|43.08943089430895|0.0|0.0|100.0|0.0
1126|2010-04-10|male|lightweight|True|lose| Decision - Unanimous |5|5:00|5Rnd(5-5-5-5-5)|BJ Penn|The Prodigy|32.0|15|5|1|13.031250000000002|"5' 9"""|"70"""|Orthodox|2.9736211031175057|0.6066536203522505|1.9472422062350117|59.4|1.5107913669064745|0.6363636363636364|79.20792079207921|0.79136690647482|Frankie Edgar|The Answer|29.0|11|1|0|12.464285714285714|"5' 6"""|"68"""|Orthodox|3.69054441260745|0.4791666666666667|1.3868194842406876|76.8642447418738|4.813753581661891|0.5283018867924528|51.515151515151516|0.34383954154727797
1127|2010-04-10|male|middleweight|True|win| Decision - Unanimous |5|5:00|5Rnd(5-5-5-5-5)|Anderson Silva|The Spider|35.0|27|4|0|7.1850000000000005|"6' 2"""|"77"""|Southpaw|4.203201113430758|0.745679012345679|1.2943632567849686|69.20529801324503|0.41753653444676403|0.6666666666666666|75.86206896551724|0.626304801670146|Demian Maia|No_Nickname|33.0|12|1|0|6.147619047619048|"6' 1"""|"72"""|Southpaw|1.9984508133230052|0.46994535519125685|1.2316034082106893|68.82352941176471|3.83423702556158|0.4074074074074074|66.66666666666667|3.1371030209140196
1128|2010-04-10|male|middleweight|False|lose| KO/TKO |2|2:50|3Rnd(5-5-5)|Kendall Grove|Da Spyder|28.0|22|14|0|7.80925925925926|"6' 6"""|"79"""|Orthodox|2.6748873606829493|0.5251396648044693|2.418781124021816|42.3728813559322|0.6402655916528337|0.75|58.69565217391304|2.7744842304956125|Mark Munoz|The Filipino Wrecking Machine|32.0|7|1|0|7.127777777777777|"6' 0"""|"71"""|Orthodox|3.881527669524552|0.49700598802395207|3.273577552611068|51.72413793103448|2.1044427123928293|0.17647058823529413|62.5|1.4029618082618862
1129|2010-04-10|male|welterweight|False|win| KO/TKO |3|2:08|3Rnd(5-5-5)|DaMarques Johnson|Darkness|28.0|12|10|0|4.475|"6' 1"""|"75"""|Orthodox|2.569832402234637|0.40350877192982454|3.7988826815642462|55.84415584415585|0.0|0.0|25.0|1.6759776536312851|Brad Blackburn|Bad Brad|33.0|18|12|1|13.120833333333334|"5' 10"""|"73"""|Orthodox|4.477611940298507|0.3381294964028777|3.7726262305493807|64.70588235294117|0.0|0.0|76.92307692307692|0.2858050174658622
1130|2010-04-10|male|light heavyweight|False|lose| Submission |1|4:55|3Rnd(5-5-5)|Alexander Gustafsson|The Mauler|23.0|9|0|0|0.6833333333333333|"6' 5"""|"79"""|Orthodox|8.78048780487805|0.2608695652173913|8.78048780487805|64.70588235294117|0.0|0.0|0.0|0.0|Phil Davis|Mr. Wonderful|26.0|9|1|0|15.0|"6' 2"""|"79"""|Orthodox|3.2|0.46601941747572817|0.3333333333333333|81.4814814814815|3.0|0.75|0.0|1.0
1131|2010-04-10|male|welterweight|False|lose| Decision - Split |3|5:00|3Rnd(5-5-5)|Nick Osipczak|No_Nick|26.0|6|0|0|8.775|"6' 2"""|"76"""|Orthodox|3.4188034188034186|0.4580152671755725|2.051282051282051|52.63157894736843|0.8547008547008546|1.0|71.42857142857143|1.709401709401709|Rick Story|The Horror|26.0|9|3|0|12.049999999999999|"5' 9"""|"71"""|Southpaw|2.3789764868603043|0.28859060402684567|1.632088520055325|77.3076923076923|3.7344398340248968|0.8181818181818182|64.28571428571428|2.9045643153526974
1132|2010-04-10|male|heavyweight|False|win| Decision - Unanimous |3|5:00|3Rnd(5-5-5)|Jon Madsen|No_Nick|30.0|5|1|0|15.0|"6' 0"""|"72"""|Orthodox|1.7333333333333334|0.26|1.1333333333333333|89.30817610062893|0.0|0.0|100.0|0.0|Mostapha Al-Turk|No_Nickname|37.0|6|5|0|3.8583333333333334|"6' 2"""|"77"""|Orthodox|1.42548596112311|0.3235294117647059|6.479481641468682|36.70886075949367|0.0|0.0|0.0|0.0
1133|2010-04-10|male|lightweight|False|win| Submission |2|3:41|3Rnd(5-5-5)|Paul Kelly|No_Nick|26.0|12|3|0|12.03|"5' 9"""|"70"""|Orthodox|3.1255195344970907|0.3462246777163904|2.626766417290108|62.29116945107398|1.9950124688279303|0.5714285714285714|46.15384615384615|0.7481296758104738|Matt Veach|No_Nickname|29.0|17|4|0|5.95|"5' 11"""||Orthodox|1.5966386554621848|0.2676056338028169|4.53781512605042|50.45871559633027|5.042016806722689|0.3333333333333333|100.0|0.0
1134|2010-05-08|male|middleweight|False|lose| KO/TKO |1|2:42|3Rnd(5-5-5)|Jason MacDonald|The Athlete|35.0|24|13|0|7.4783333333333335|"6' 3"""|"80"""|Orthodox|1.6313795408959215|0.547085201793722|2.580788945843548|46.97802197802198|1.6046356139959885|0.18181818181818182|28.57142857142857|2.005794517494986|John Salter|No_Nickname|25.0|13|2|0|13.4|"6' 1"""|"74"""|Southpaw|0.5223880597014925|0.09722222222222222|1.5671641791044775|74.07407407407408|1.119402985074627|0.25|50.0|0.0
1135|2010-05-08|male|heavyweight|False|win| Decision - Unanimous |3|5:00|3Rnd(5-5-5)|Joey Beltran|The Mexicutioner|29.0|15|8|0|6.516666666666667|"6' 1"""|"75"""|Orthodox|3.3759590792838874|0.4489795918367347|2.3017902813299234|67.3913043478261|0.0|0.0|90.0|0.0|Tim Hague|The Trashing Machine|27.0|21|11|0|5.605555555555555|"6' 4"""|"76"""|Orthodox|2.0218037661050547|0.4473684210526316|1.8434093161546086|61.25000000000001|1.7839444995044598|1.0|85.71428571428572|1.7839444995044598
1136|2010-05-08|male|welterweight|False|lose| Decision - Unanimous |3|5:00|3Rnd(5-5-5)|Yoshiyuki Yoshida|Zenko|36.0|18|8|0|1.5666666666666669|"5' 11"""|"70"""|Southpaw|1.75531914893617|0.4074074074074074|3.031914893617021|55.81395348837209|2.3936170212765955|1.0|100.0|4.787234042553191|Mike Guymon|The Joker|36.0|14|4|1|4.45|"6' 0"""|"74"""|Orthodox|1.348314606741573|0.3333333333333333|1.797752808988764|57.89473684210527|0.0|0.0|33.333333333333336|0.0
1137|2010-05-08|male|heavyweight|False|lose| KO/TKO |2|4:24|3Rnd(5-5-5)|Kevin Ferguson|Kimbo Slice|36.0|5|1|0|15.0|"6' 2"""|"77"""|Orthodox|1.8|0.4090909090909091|2.8666666666666667|45.56962025316456|4.0|1.0|0.0|1.0|Matt Mitrione|No_Nickname|32.0|4|0|0|5.166666666666667|"6' 3"""|"82"""|Switch|2.7096774193548385|0.4117647058823529|1.9354838709677418|47.36842105263158|0.0|0.0|25.0|0.0
1138|2010-05-08|male|light heavyweight|True|lose| KO/TKO |1|3:35|5Rnd(5-5-5-5-5)|Lyoto Machida|The Dragon|32.0|16|0|0|13.533333333333333|"6' 1"""|"74"""|Southpaw|3.2142857142857144|0.5928449744463373|1.311576354679803|62.72965879265091|1.2469211822660098|0.6923076923076923|85.71428571428572|0.9698275862068965|Mauricio Rua|Shogun|29.0|18|4|0|14.704166666666667|"6' 1"""|"76"""|Orthodox|3.2813828279965995|0.543661971830986|2.380277699064891|59.302325581395344|1.5301785208274299|0.3157894736842105|16.666666666666664|0.5100595069424766
1139|2010-05-08|male|welterweight|False|win| Decision - Unanimous |3|5:00|3Rnd(5-5-5)|Josh Koscheck|No_Nick|33.0|14|5|0|8.855208333333332|"5' 10"""|"73"""|Orthodox|1.9974120691683335|0.4014184397163121|1.6656863898364902|67.17663421418636|3.0702270321138694|0.5576923076923077|57.14285714285714|0.6352193859545937|Paul Daley|Semtex|27.0|39|14|2|2.458333333333333|"5' 9"""|"76"""|Orthodox|7.118644067796611|0.42168674698795183|3.2542372881355934|65.21739130434783|0.0|0.0|100.0|0.0
1140|2010-05-08|male|lightweight|False|lose| Decision - Split |3|5:00|3Rnd(5-5-5)|Sam Stout|Hands of Stone|26.0|15|5|1|13.345833333333333|"5' 9"""|"70"""|Orthodox|4.027474242897283|0.28401585204755614|3.2500780518264127|62.159214830970555|0.1404932875429285|0.5|77.77777777777779|0.0|Jeremy Stephens|Lil' Heathen|24.0|17|5|0|10.777083333333334|"5' 9"""|"71"""|Orthodox|2.296539725497777|0.4864864864864865|1.3686448869128165|61.05610561056105|1.0438816934080803|0.75|55.172413793103445|0.5219408467040402
1141|2010-05-08|male|middleweight|False|lose| Submission |2|3:25|3Rnd(5-5-5)|Patrick Cote|The Predator|30.0|17|5|0|10.224074074074075|"5' 11"""|"75"""|Orthodox|2.1517840970838615|0.4876847290640394|2.0539757290345952|52.27272727272727|0.3260278934975548|0.18181818181818182|65.625|0.1630139467487774|Alan Belcher|The Talent|26.0|15|6|0|9.16|"6' 2"""|"75"""|Orthodox|2.8930131004366815|0.4537671232876712|3.165938864628821|61.02150537634409|0.49126637554585156|0.2727272727272727|52.63157894736843|0.6550218340611353
1142|2010-05-08|male|welterweight|False|lose| Decision - Majority |3|5:00|3Rnd(5-5-5)|TJ Grant|No_Nick|26.0|15|3|0|11.65|"5' 10"""|"72"""|Orthodox|2.4034334763948495|0.525|2.117310443490701|56.72514619883041|2.1459227467811157|0.4166666666666667|14.28571428571429|0.0|Johny Hendricks|Bigg Rigg|27.0|7|0|0|7.741666666666666|"5' 9"""|"69"""|Southpaw|3.6167922497308935|0.5714285714285714|1.16254036598493|48.57142857142858|6.7814854682454255|0.5|83.33333333333334|3.8751345532831003
1143|2010-05-08|male|welterweight|False|win| KO/TKO |2|1:23|3Rnd(5-5-5)|Marcus Davis|The Irish Hand Grenade|37.0|21|9|0|8.170833333333334|"5' 10"""|"70"""|Southpaw|2.814890362060173|0.46|2.4681285058643545|63.053435114503806|1.6828148903620601|0.4583333333333333|22.22222222222222|1.6828148903620601|Jonathan Goulet|The Road Warrior|31.0|23|11|0|5.49375|"6' 0"""|"73"""|Orthodox|1.7292377701934014|0.4293785310734463|2.04778156996587|47.36842105263158|3.41296928327645|0.6666666666666666|44.99999999999999|0.68259385665529
1144|2010-05-08|male|middleweight|False|lose| Submission |2|2:10|3Rnd(5-5-5)|Tom Lawlor|Filthy|27.0|6|2|0|10.305555555555555|"6' 0"""|"74"""|Southpaw|2.134770889487871|0.4370860927152318|1.5202156334231807|65.18518518518519|3.8814016172506745|0.32|66.66666666666667|1.4555256064690028|Joe Doerksen|El Dirte|33.0|50|14|0|11.297222222222222|"6' 0"""|"75"""|Orthodox|0.914679124661913|0.4105960264900662|2.9063191541676914|43.063583815028906|2.6555200393410376|0.375|17.647058823529417|2.4342267027292843
1145|2010-05-29|male|light heavyweight|False|lose| Decision - Unanimous |3|5:00|3Rnd(5-5-5)|Quinton Jackson|Rampage|32.0|34|8|0|13.174999999999999|"6' 1"""|"73"""|Orthodox|3.0613535736875397|0.4849699398797595|2.8716002530044276|64.86068111455108|0.7590132827324478|0.4444444444444444|76.92307692307692|0.0|Rashad Evans|Suga|31.0|14|1|1|12.003030303030302|"6' 0"""|"75"""|Orthodox|1.8631658672052511|0.37104072398190047|2.0525119919212322|66.125|4.657914668013128|0.5616438356164384|62.5|0.0
1146|2010-05-29|male|welterweight|False|lose| Decision - Unanimous |3|5:00|3Rnd(5-5-5)|Diego Sanchez|Nightmare|29.0|22|3|0|12.150000000000002|"5' 10"""|"72"""|Southpaw|2.760367204811649|0.3927927927927928|1.88034188034188|63.242574257425744|1.7094017094017093|0.2|45.45454545454546|1.2345679012345678|John Hathaway|The Hitman|23.0|13|0|0|11.533333333333333|"6' 1"""|"75"""|Orthodox|3.7283236994219653|0.4795539033457249|0.7514450867052023|70.11494252873563|6.069364161849711|0.6086956521739131|0.0|1.300578034682081
1147|2010-05-29|male|heavyweight|False|lose| KO/TKO |3|2:35|3Rnd(5-5-5)|Todd Duffee|No_Nick|25.0|7|1|0|0.11666666666666667|"6' 3"""|"78"""|Orthodox|34.285714285714285|0.8|0.0|100.0|0.0|0.0|0.0|0.0|Mike Russow|No_Nickname|34.0|12|1|0|15.0|"6' 1"""|"73"""|Orthodox|1.4|0.5833333333333334|0.7333333333333333|81.03448275862068|8.0|0.7272727272727273|0.0|2.0
1148|2010-05-29|male|welterweight|False|lose| Decision - Unanimous |3|5:00|3Rnd(5-5-5)|Amir Sadollah|No_Nick|30.0|3|1|0|8.379166666666666|"5' 10"""|"75"""|Orthodox|6.713078070611636|0.5653266331658291|3.0134261561412234|68.53582554517135|0.8950770760815515|0.6666666666666666|66.66666666666667|0.8950770760815515|Dong Hyun Kim|Stun Gun|29.0|12|0|1|13.854166666666666|"6' 2"""|"76"""|Southpaw|2.47218045112782|0.6401869158878505|1.7323308270676692|47.82608695652174|3.24812030075188|0.42857142857142855|84.0|1.0827067669172934
1149|2010-05-29|male|middleweight|False|win| Decision - Unanimous |3|5:00|3Rnd(5-5-5)|Michael Bisping|The Count|31.0|18|3|0|9.703030303030303|"6' 1"""|"75"""|Orthodox|3.7476577139287945|0.3798670465337132|2.239225484072455|68.67627785058978|2.5296689569019364|0.6666666666666666|56.09756097560976|0.7026858213616489|Dan Miller|No_Nickname|29.0|11|3|0|9.5|"6' 1"""|"74"""|Orthodox|1.305263157894737|0.36046511627906974|1.7473684210526317|50.29940119760479|1.8947368421052633|0.8571428571428571|46.666666666666664|1.8947368421052633
1150|2010-05-29|male|lightweight|False|win| Decision - Unanimous |3|5:00|3Rnd(5-5-5)|Aaron Riley|No_Nick|30.0|29|12|1|10.061111111111112|"5' 8"""|"69"""|Southpaw|3.826615129762562|0.39896373056994816|4.157923799006074|59.84|1.2424075096631695|0.3333333333333333|58.82352941176471|0.24848150193263388|Joe Brammer|The South Side Strangler|27.0|7|2|1|3.6|"5' 8"""||Orthodox|0.8333333333333333|0.15789473684210525|1.6666666666666665|62.5|0.0|0.0|0.0|0.0
1151|2010-05-29|male|light heavyweight|False|lose| Decision - Split |3|5:00|3Rnd(5-5-5)|Jason Brilz|Hitman|35.0|22|3|1|13.225|"5' 11"""|"71"""|Orthodox|3.119092627599244|0.4177215189873418|1.6446124763705103|67.41573033707866|2.2684310018903595|0.25806451612903225|33.333333333333336|0.8506616257088847|Rogerio Nogueira|Minotouro|34.0|18|3|0|1.9333333333333333|"6' 2"""|"75"""|Southpaw|7.241379310344827|0.5|1.5517241379310345|78.57142857142857|0.0|0.0|0.0|0.0
1152|2010-05-29|male|middleweight|False|lose| Submission |1|1:06|3Rnd(5-5-5)|Jesse Forbes|Kid Hercules|26.0|15|4|0|9.891666666666666|"6' 2"""|"75"""|Southpaw|2.072451558550969|0.2265193370165746|3.2855939342881215|56.95364238410596|0.0|0.0|70.0|0.0|Ryan Jensen|No_Nickname|33.0|20|6|0|3.9899999999999998|"6' 1"""|"76"""|Orthodox|3.0576441102756893|0.4552238805970149|2.2055137844611528|49.42528735632183|2.255639097744361|0.6|12.5|2.255639097744361
1153|2010-05-29|male|lightweight|False|win| Decision - Unanimous |3|5:00|3Rnd(5-5-5)|Efrain Escudero|Hecho En Mexico|24.0|25|6|0|10.194444444444445|"5' 9"""|"71"""|Orthodox|2.0599455040871932|0.41721854304635764|1.5694822888283377|74.46808510638299|3.923705722070844|0.8|40.0|0.980926430517711|Dan Lauzon|The Upgrade|22.0|17|5|0|3.8583333333333334|"5' 10"""||Orthodox|2.3326133909287257|0.3673469387755102|3.6285097192224622|45.09803921568627|5.8315334773218135|0.5|0.0|0.0
1154|2010-05-29|male|light heavyweight|False|lose| KO/TKO |1|2:13|3Rnd(5-5-5)|Luiz Cane|Banha|29.0|16|4|0|6.03|"6' 2"""|"77"""|Southpaw|5.140961857379767|0.42699724517906334|4.112769485903814|63.63636363636363|0.49751243781094523|0.5|100.0|0.0|Cyrille Diabate|The Snake|37.0|15|6|1|2.216666666666667|"6' 6"""|"81"""|Southpaw|7.669172932330826|80.95238095238095|1.8045112781954886|75.0|0.0|0.0|100.0|0.0
1155|2010-05-29|male|lightweight|False|win| KO/TKO |1|3:28|3Rnd(5-5-5)|Melvin Guillard|The Young Assassin|27.0|26|13|2|6.281666666666667|"5' 9"""|"71"""|Orthodox|2.1331918280711064|0.3611859838274933|1.0665959140355532|72.42798353909465|3.1042716901034755|0.8125|58.69565217391304|0.23879013000795968|Waylon Lowe|No_Nickname|30.0|14|5|0|3.466666666666667|"5' 7"""||Southpaw|0.28846153846153844|16.666666666666664|4.038461538461538|33.333333333333336|4.326923076923077|16.666666666666664|0.0|0.0
1156|2010-06-12|male|welterweight|False|win| KO/TKO |3|4:53|3Rnd(5-5-5)|Carlos Condit|The Natural Born Killer|26.0|24|5|0|15.0|"6' 2"""|"75"""|Orthodox|2.066666666666667|0.3974358974358974|1.8|55.00000000000001|2.0|0.6666666666666666|11.111111111111116|2.0|Rory MacDonald|Red King|21.0|11|0|0|4.45|"6' 0"""|"76"""|Orthodox|1.797752808988764|0.42105263157894735|1.348314606741573|66.66666666666667|6.741573033707865|0.6666666666666666|100.0|6.741573033707865
1157|2010-06-12|male|heavyweight|False|win| Decision - Unanimous |3|5:00|3Rnd(5-5-5)|Ben Rothwell|No_Nick|29.0|30|7|0|5.966666666666667|"6' 4"""|"78"""|Orthodox|0.5027932960893855|0.14285714285714285|10.391061452513966|34.73684210526316|0.0|0.0|0.0|0.0|Gilbert Yvel|The Hurricane|34.0|39|14|1|2.1166666666666667|"6' 2"""|"77"""|Orthodox|1.4173228346456692|0.16666666666666666|6.6141732283464565|57.57575757575757|0.0|0.0|0.0|0.0
1158|2010-06-12|male|middleweight|False|lose| KO/TKO |2|4:07|3Rnd(5-5-5)|David Loiseau|The Crow|31.0|23|10|0|11.916666666666668|"6' 0"""|"76"""|Orthodox|1.7202797202797202|0.4530386740331492|3.545454545454545|44.3163097199341|0.472027972027972|0.42857142857142855|40.0|0.15734265734265734|Mario Miranda|No_Nickname|31.0|13|5|0|4.816666666666666|"6' 3"""|"74"""|Orthodox|3.3217993079584778|0.4|3.5294117647058827|54.054054054054056|0.0|0.0|0.0|0.0
1159|2010-06-12|male|welterweight|False|lose| Decision - Unanimous |3|5:00|3Rnd(5-5-5)|Paulo Thiago|No_Nick|29.0|16|2|0|10.095833333333333|"5' 11"""|"74"""|Orthodox|1.361947998349154|0.40145985401459855|1.1390837804374743|71.60493827160495|0.7428807263722659|0.3333333333333333|33.333333333333336|2.2286421791167976|Martin Kampmann|The Hitman|28.0|16|3|0|6.211111111111111|"6' 0"""|"72"""|Orthodox|4.025044722719142|0.4934210526315789|3.041144901610018|63.04347826086957|2.146690518783542|0.7272727272727273|72.22222222222221|3.488372093023256
1160|2010-06-12|male|lightweight|False|lose| Decision - Split |3|5:00|3Rnd(5-5-5)|Tyson Griffin|No_Nick|26.0|15|4|0|12.807407407407407|"5' 6"""|"68"""|Orthodox|4.155581260844419|0.4111587982832618|2.3423944476576057|67.03296703296704|1.5615962984384038|0.46153846153846156|56.896551724137936|1.0410641989589358|Evan Dunham|No_Nickname|29.0|10|0|0|9.733333333333334|"5' 10"""|"70"""|Southpaw|3.1849315068493147|0.34701492537313433|2.1232876712328763|67.1957671957672|2.054794520547945|0.8|76.47058823529412|1.0273972602739725
1161|2010-06-12|male|welterweight|False|win| Decision - Unanimous |3|5:00|3Rnd(5-5-5)|James Wilks|Lightning|32.0|6|3|0|8.675|"6' 1"""|"75"""|Orthodox|2.07492795389049|0.43902439024390244|3.342939481268011|39.583333333333336|2.593659942363112|0.25|100.0|9.510086455331411|Peter Sobotta|No_Nickname|23.0|13|2|1|15.0|"6' 0"""|"75"""|Southpaw|1.2|0.46153846153846156|3.066666666666667|54.90196078431373|2.0|0.2857142857142857|0.0|0.0
1162|2010-06-12|male|welterweight|False|lose| Submission |2|1:48|3Rnd(5-5-5)|Ricardo Funch|Golden Boy|30.0|9|3|0|15.0|"5' 10"""|"74"""|Southpaw|1.0666666666666667|0.6153846153846154|3.2666666666666666|40.963855421686745|1.0|0.16666666666666666|50.0|0.0|Claude Patrick|The Prince|30.0|11|1|0|6.8|"5' 11"""|"75"""|Orthodox|1.911764705882353|72.22222222222221|0.7352941176470589|0.0|2.2058823529411766|50.0|100.0|4.411764705882353
1163|2010-06-12|male|welterweight|False|win| Submission |3|4:44|3Rnd(5-5-5)|Mike Pyle|Quicksand|35.0|18|7|1|6.905555555555555|"6' 0"""|"74"""|Orthodox|0.8688656476267096|0.33962264150943394|1.8342719227674982|63.46153846153846|1.4481094127111829|0.2857142857142857|19.999999999999996|2.172164119066774|Jesse Lennox|The Ox|28.0|14|3|0|14.308333333333334|"5' 9"""|"72"""|Orthodox|2.061735585323238|0.24380165289256198|3.14502038439138|68.53146853146853|1.04834012813046|0.5|40.0|0.52417006406523
1164|2010-06-12|male|lightweight|False|lose| Submission |1|1:45|3Rnd(5-5-5)|Mac Danzig|No_Nick|30.0|19|7|1|11.569444444444443|"5' 8"""|"70"""|Orthodox|2.981992797118848|0.45098039215686275|2.6218487394957988|64.1025641025641|1.2965186074429773|0.46153846153846156|44.11764705882353|0.8643457382953182|Matt Wiman|No_Nickname|27.0|11|5|0|9.84375|"5' 10"""|"68"""|Orthodox|2.984126984126984|0.4766734279918864|2.7936507936507935|60.71428571428572|3.0476190476190474|0.45714285714285713|61.111111111111114|1.9047619047619047
1165|2010-06-12|male|light heavyweight|False|lose| KO/TKO |1|4:55|3Rnd(5-5-5)|Chuck Liddell|The Iceman|41.0|21|7|0|8.778333333333332|"6' 2"""|"76"""|Orthodox|3.0529713309284223|0.36388323150033947|2.2384659198784886|60.303030303030305|0.34175052211885326|0.8|84.61538461538461|0.0|Rich Franklin|Ace|36.0|27|5|0|9.700000000000001|"6' 1"""|"76"""|Southpaw|4.284793814432989|0.456417295813315|1.8170103092783503|61.632653061224495|1.1597938144329896|0.6666666666666666|71.11111111111111|0.19329896907216493
1166|2010-06-12|male|heavyweight|False|win| Submission |3|4:30|3Rnd(5-5-5)|Mirko Filipovic|Cro Cop|36.0|33|8|2|8.25|"6' 2"""|"73"""|Southpaw|2.080808080808081|0.46396396396396394|3.494949494949495|56.313131313131315|0.6060606060606061|0.6666666666666666|88.88888888888889|0.30303030303030304|Pat Barry|HD|31.0|5|1|0|3.9333333333333336|"5' 11"""|"74"""|Orthodox|3.2203389830508473|0.4318181818181818|2.4576271186440675|66.66666666666667|0.0|0.0|75.0|0.0
1167|2010-06-19|male|lightweight|False|win| Decision - Unanimous |3|5:00|3Rnd(5-5-5)|John Gunderson|Quick Guns|31.0|34|15|2|15.0|"5' 9"""|"69"""|Orthodox|0.06666666666666667|0.03333333333333333|1.4|53.333333333333336|1.0|1.0|14.28571428571429|4.0|Mark Holst|Boots|25.0|12|4|0|15.0|"6' 0"""||Orthodox|0.13333333333333333|12.5|2.066666666666667|47.45762711864406|1.0|100.0|50.0|3.0
1168|2010-06-19|male|middleweight|False|lose| KO/TKO |2|4:25|3Rnd(5-5-5)|Jamie Yager|The Chosyn 1|27.0|8|3|0|9.416666666666668|"6' 1"""||Orthodox|3.0796460176991145|39.189189189189186|2.548672566371681|63.07692307692307|0.0|0.0|66.66666666666667|0.0|Rich Attonito|The Raging Bull|33.0|7|3|0|9.416666666666668|"5' 10"""|"72"""|Orthodox|2.548672566371681|36.92307692307693|3.0796460176991145|60.810810810810814|1.5929203539823007|33.33333333333333|100.0|0.0
1169|2010-06-19|male|lightweight|False|lose| Decision - Unanimous |3|5:00|3Rnd(5-5-5)|Spencer Fisher|The King|34.0|23|5|0|11.091666666666669|"5' 7"""|"68"""|Southpaw|3.087903831705484|0.45016429353778753|2.659654395191585|62.697576396206536|0.7888805409466565|0.3181818181818182|62.5|0.9015777610818931|Dennis Siver|No_Nickname|31.0|15|7|0|8.004166666666666|"5' 6"""|"70"""|Orthodox|2.795419052576783|0.25105189340813466|2.5767829255596046|65.40880503144655|0.9370119729307652|0.3076923076923077|33.333333333333336|0.4685059864653826
1170|2010-06-19|male|middleweight|False|win| KO/TKO |2|4:17|3Rnd(5-5-5)|Chris Leben|The Crippler|30.0|19|6|0|8.992857142857144|"5' 11"""|"73"""|Southpaw|2.978554408260524|0.42955326460481097|2.3828435266084194|54.058192955589575|1.7871326449563143|0.5769230769230769|54.83870967741935|0.4765687053216838|Aaron Simpson|A-Train|36.0|8|1|0|7.316666666666666|"6' 0"""|"73"""|Orthodox|3.507972665148064|0.41621621621621624|2.733485193621868|63.41463414634146|4.100227790432801|0.6|83.33333333333334|0.0
1171|2010-06-19|male|middleweight|False|win| Decision - Unanimous |3|5:00|3Rnd(5-5-5)|Chris Camozzi|No_Nick|24.0|15|3|0|15.0|"6' 2"""|"75"""|Orthodox|4.133333333333334|55.85585585585585|1.9333333333333333|69.47368421052632|0.0|0.0|50.0|0.0|James Hammortree|The Sledge|27.0|6|2|0|15.0|"6' 3"""||Orthodox|1.9333333333333333|30.526315789473685|4.133333333333334|44.14414414414415|2.0|50.0|100.0|1.0
1172|2010-06-19|male|light heavyweight|False|lose| Decision - Majority |3|5:00|3Rnd(5-5-5)|Keith Jardine|The Dean of Mean|35.0|17|10|2|9.858333333333333|"6' 2"""|"76"""|Orthodox|3.998309382924768|0.38707037643207853|2.789518174133559|62.83783783783784|0.3803888419273035|0.3333333333333333|61.76470588235294|0.0|Matt Hamill|The Hammer|34.0|9|5|0|7.92037037037037|"6' 1"""|"76"""|Orthodox|3.4229600187047|0.4288224956063269|3.8297872340425534|58.94736842105264|3.5772737900397478|0.5|90.0|0.0
